Location,Business name,Star Rating,Address1,Address2,Town Country,Zipcode,Phone,Source URL
Lancashire,Premier Inn Blackpool Airport hotel,4.2,Squires Gate Ln,,Blackpool,FY4 2QS,+44 333 777 3919,https://www.google.com/travel/hotels/Lancashire/entity/ChgIv_KRgsGjlb89GgwvZy8xeWg5dmZxY3EQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgRDTXdCMANoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhNGQ0YzUyMjZmNWRiOjB4YjU0OTdkZDEwYzQ2MWI2NToKTGFuY2FzaGlyZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CB0QyvcEahgKEwjgr9-41_juAhUAAAAAHQAAAAAQyhw
Merseyside,The Captain's Quarters Guest House,4.2,21 Bath St,,Southport,PR9 0DP,+44 1704 628755,https://www.google.com/travel/hotels/Lancashire/entity/ChkIl-nKg-Gzg485Gg0vZy8xMWM0NWJodnY1EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgRDTXdCMANoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhNGQ0YzUyMjZmNWRiOjB4YjU0OTdkZDEwYzQ2MWI2NToKTGFuY2FzaGlyZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CC8QyvcEahgKEwjgr9-41_juAhUAAAAAHQAAAAAQyhw
Lancashire,Classic Lodges - Farington Lodge,,Stanifield Lane,Farington,Leyland,PR25 4QR,+44 7826 917731,https://www.google.com/travel/hotels/Lancashire/entity/ChkI0bC_2_WGjYciGg0vZy8xMWZ5NWdneThuEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgRDTXdCMANoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhNGQ0YzUyMjZmNWRiOjB4YjU0OTdkZDEwYzQ2MWI2NToKTGFuY2FzaGlyZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CEEQyvcEahgKEwjgr9-41_juAhUAAAAAHQAAAAAQyhw
Lancashire,Yacht Bay View,4.8,359 Marine Rd E,,Morecambe,LA4 5AQ,+44 1524 414481,https://www.google.com/travel/hotels/Lancashire/entity/ChgI4IWD7t7E6LjeARoLL2cvMXRjdDg4aDQQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgRDTXdCMANoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhNGQ0YzUyMjZmNWRiOjB4YjU0OTdkZDEwYzQ2MWI2NToKTGFuY2FzaGlyZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CFEQyvcEahgKEwjgr9-41_juAhUAAAAAHQAAAAAQyhw
Cumbria,Holiday Inn Express Barrow-in-Furness,4.6,Market St,,Barrow-in-Furness,LA14 2LE,+44 1229 444600,https://www.google.com/travel/hotels/Cumbria/entity/CgoIkNjAjsq3gqgUEAEaekFHWklFZ1pmOVFEVk9XMjQ4aXI0bDYtVTZma0xfRGhhVk0yQTloT2RYSTBfNmFBdDJXR01Qd3VhSzlPdklINkViWmQyVHZuU3lNVC1rTkdVTmFIQld0b0FOWjAxRzJQVlZDUUtIT3AtOUdCS2JuOGU3SUJBLW5UalBn?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCVAQ
Cumbria,Seacote Hotel,3.9,Beach Rd,St Bees,Saint,CA27 0ES,+44 1946 822300,https://www.google.com/travel/hotels/Cumbria/entity/CgoI64WfvoLayKoWEAEafEFHWklFZ2J1dnVYU1Y4RlplTnA5R3U1a1RMZkRyWWVrNHM2U0N5TjJ5MzdBZkxZcDhQXzlGTFRqVThqYWt0Wll2M2Zma1NQVmVMVG1FSWRkb1gtb3B2X3ZFU1FRUlJHNE1PUUdYRTlPZUtNczNSejJUYjV0WUhUdzI2SHc?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCrAQ
Yorkshire,Tan Hill Inn,4.4,Long Causeway,,Richmond,DL11 6ED,+44 1833 533007,https://www.google.com/travel/hotels/Cumbria/entity/ChYI9sXOwKmDr5k5GgovbS8wNGttbjJ5EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDBAQ
Cumbria,Gilpin Hotel & Lake House (AA 5-Star),4.7,Crook Rd,,Windermere,LA23 3NE,+44 15394 88818,https://www.google.com/travel/hotels/Cumbria/entity/ChgIsqmUpKuW3ImUARoLL2cvMXZjamx0ZzYQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDcAQ
Cumbria,Low Wood Bay Resort & Spa,4.5,Ambleside Rd,,Windermere,LA23 1LP,+44 333 220 3105,https://www.google.com/travel/hotels/Cumbria/entity/ChkIpauN-8aT8pLCARoML2cvMWhjMjQzMGhuEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDzAQ
Cumbria,Appleby Castle Hotel,4.4,Boroughgate,,Appleby-in-Westmorland,CA16 6XH,+44 17683 30318,https://www.google.com/travel/hotels/Cumbria/entity/ChYIupOf4Mfm6rU0GgovbS8wMjcxMjk3EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCOAg
Cumbria,Applegarth Villa & Restaurant,4.7,College Rd,,Windermere,LA23 1BX,+44 15394 43206,https://www.google.com/travel/hotels/Cumbria/entity/ChgItoONudmBwN_-ARoLL2cvMXdrN3FmMG0QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCmAg
Lancashire,The Midland,4.5,Marine Rd W,,Morecambe,LA4 4BU,+44 333 220 3109,https://www.google.com/travel/hotels/Cumbria/entity/ChcIlJzDxZCeleDNARoKL20vMDI2dHN3NRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARC_Ag
Cumbria,Daffodil Hotel & Spa,4.5,By The Lake,Keswick Road,Ambleside,LA22 9PR,+44 15394 63550,https://www.google.com/travel/hotels/Cumbria/entity/ChkI5Kq1nJiH5_KrARoML2cvMTFjZmRwejkzEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDaAg
Cumbria,Windermere Manor Hotel,4.1,Rayrigg Rd,,Windermere,LA23 1JF,+44 15394 45801,https://www.google.com/travel/hotels/Cumbria/entity/ChcIhZ3v9Nv2vcJaGgsvZy8xdGYzeXlkeRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDxAg
Cumbria,Waterhead Hotel,4.6,Lake Rd,,Ambleside,LA22 0ER,+44 333 220 3106,https://www.google.com/travel/hotels/Cumbria/entity/ChcI-cLCzprjkMtmGgsvZy8xdGg4MWhxORAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCHAw
Cumbria,Macdonald Old England Hotel & Spa,4.1,23 Church St,Bowness-on-Windermere,Windermere,LA23 3DF,+44 344 879 9144,https://www.google.com/travel/hotels/Cumbria/entity/ChgIjb_xgfK49fAbGgwvZy8xMXhmbWxjMngQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARCeAw
Cumbria,Beech Hill Hotel & Spa,4.1,Newby Bridge,Road,Windermere,LA23 3LR,+44 333 444 6835,https://www.google.com/travel/hotels/Cumbria/entity/ChgI6MOVo6CwtYPtARoLL2cvMXRmZzc2dnkQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARC7Aw
Cumbria,Willowbeck Lodge,4.9,Lambley Bank,Scotby,Carlisle,CA4 8BX,+44 1228 513607,https://www.google.com/travel/hotels/Cumbria/entity/ChgIupKkidTHwYvqARoLL2cvMXRkZ2p0dHMQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=MABoAA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=2ahUKEwi1vrrF2fjuAhVAiWYCHcbRBI4QyvcEegUIARDRAw
Cumbria,Laura Ashley The Belsfield Hotel,4.4,Kendal Rd,Bowness-on-Windermere,Windermere,LA23 3EL,+44 15394 42448,https://www.google.com/travel/hotels/Cumbria/entity/ChcImuGu_LWl38JxGgsvZy8xdzY2NHpiMRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CAsQyvcEahgKEwjQ3__D2fjuAhUAAAAAHQAAAAAQxwE
Cumbria,Lindeth Howe,4.6,Longtail Hill,Bowness-on-Windermere,Windermere,LA23 3JF,+44 15394 45759,https://www.google.com/travel/hotels/Cumbria/entity/ChgIhur9wqq578f8ARoLL2cvMXRqZjl0d18QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CCgQyvcEahgKEwjQ3__D2fjuAhUAAAAAHQAAAAAQxwE
Cumbria,Travelodge Kendal,4.2,A591,,Kendal,LA8 8AA,+44 871 984 6327,https://www.google.com/travel/hotels/Cumbria/entity/ChcIqd6N4NvpxP4cGgsvZy8xdGdkaGswNRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CD8QyvcEahgKEwjQ3__D2fjuAhUAAAAAHQAAAAAQxwE
Cumbria,Holiday Inn Express Barrow-in-Furness,4.6,Market St,,Barrow-in-Furness,LA14 2LE,+44 1229 444600,https://www.google.com/travel/hotels/Cumbria/entity/ChkIkNjAjsq3gqgUGg0vZy8xMWgwbWpzemoxEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CFUQyvcEahgKEwjQ3__D2fjuAhUAAAAAHQAAAAAQxwE
Cumbria,Solway Holiday Village,3.6,Skinburness Dr,Silloth,Wigton,CA7 4QG,+44 16973 31236,https://www.google.com/travel/hotels/Cumbria/entity/ChcImOO4jprcnY1oGgsvZy8xdGh2eHY1axAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CGsQyvcEahgKEwjQ3__D2fjuAhUAAAAAHQAAAAAQxwE
Cumbria,North Lakes Hotel & Spa,4.4,Ullswater Rd,,Penrith,CA11 8QT,+44 1768 868111,https://www.google.com/travel/hotels/Cumbria/entity/ChgI8t26irH0v5Y0GgwvZy8xMnZyYjRoeHcQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CIEBEMr3BGoYChMI0N__w9n47gIVAAAAAB0AAAAAEMcB
Lancashire,Pine Lake Resort by Diamond Resorts,4.5,A6,Warton,Carnforth,LA6 1JZ,+44 1524 738200,https://www.google.com/travel/hotels/Cumbria/entity/ChcI8-ewxb_UutsXGgsvZy8xdGwxbV92eRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CJcBEMr3BGoYChMI0N__w9n47gIVAAAAAB0AAAAAEMcB
Cumbria,"Castle Inn Hotel by BW Signature Collection, Keswick",3.8,Bassenthwaite,,Keswick,CA12 4RG,+44 333 003 4087,https://www.google.com/travel/hotels/Cumbria/entity/ChoI0b6sx4Kg1JzNARoNL2cvMTFmeTdoMWR2NxAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDQXcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpSCjQSMDIlMHg0ODYzMmFiMGExM2RlN2M1OjB4MTZlMTkyNWIwNTQ0ODE5YToHQ3VtYnJpYRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CK0BEMr3BGoYChMI0N__w9n47gIVAAAAAB0AAAAAEMcB
