Title,Contact,Phone,Email,Website,Address,Hours,URL
TriGreen Equipment  - Florence,Sales Department,(256) 666-2132,bryanbarton@trigreen.com,http://www.trigreenequipment.com/,"3609 Florence Blvd.Florence, AL 35630",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/trigreen-equipment-florence
TriGreen Equipment  - Huntsville,Sales Department,(256) 973-8302,bryanbarton@trigreen.com,http://www.trigreenequipment.com/,"4550 Research Park Blvd.Huntsville, AL 35806",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/trigreen-equipment-huntsville
"Capital Tractor, Inc.",Kevin Armitage,(518) 692-9611,karmitage@capitaltractorinc.com,https://www.capitaltractorinc.com,"1135 State Route 29Greenwich, NY 12834",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/capital-tractor-inc
TriGreen Equipment  - Pelham,Sales Department,(205) 502-2435,bryanbarton@trigreen.com,http://www.trigreenequipment.com/,"3311 Pelham Pkwy.Pelham, AL 35124",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/trigreen-equipment-pelham
"SunSouth, LLC - Samson",Sales,(334) 721-8059,screws@sunsouth.com,http://www.sunsouth.com/,"3 West Main StreetSamson, AL 36477",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-samson
TriGreen Equipment  - Athens,Sales Department,(256) 666-1763,bryanbarton@trigreen.com,http://www.trigreenequipment.com/,"131 US Highway 31 SAthens, AL 35611",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/trigreen-equipment-athens
TriGreen Equipment - Arab,Sales Department,(833) 416-0393,bryanbarton@trigreen.com,https://www.trigreenequipment.com,"933 N Brindlee Mountain PkwyArab, AL 35016",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/trigreen-equipment-arab
"SunSouth, LLC - Mobile",Sales,(251) 301-6496,ddevine@sunsouth.com,http://www.sunsouth.com/,"8420 Tanner Williams Rd.Mobile, AL 36608",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-mobile
"SunSouth, LLC - Foley",Sales,(251) 262-9139,lblackmon@sunsouth.com,http://www.sunsouth.com/,"14733 State Hwy. 59 SFoley, AL 36535",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-foley
"SunSouth, LLC - Montgomery",Sales,(334) 472-4687,rhayes@sunsouth.com,http://www.sunsouth.com/,"1975 Forbes DriveMontgomery, AL 36110",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-montgomery
"SunSouth, LLC - Clanton",Sales,(205) 732-8145,rhayes@sunsouth.com,http://www.sunsouth.com/,"1009 7th Street SouthClanton, AL 35046",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-clanton
"SunSouth, LLC - Tuscaloosa",Sales,(205) 506-2841,cbarnett@sunsouth.com,http://www.sunsouth.com/,"3610 Skyland Blvd. EastTuscaloosa, AL 35405",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-tuscaloosa
"SunSouth, LLC - Brundidge",Sales,(334) 721-2574,bboyd@sunsouth.com,http://www.sunsouth.com/,"8285 Hwy. 231 NorthBrundidge, AL 36010",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-brundidge
"SunSouth, LLC - Auburn",Sales,(334) 247-7108,mallen@sunsouth.com,http://www.sunsouth.com/,"1780 East Glenn Ave.Auburn, AL 36830",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-auburn
"SunSouth, LLC - Demopolis",Sales,(334) 375-9428,rladuron@sunsouth.com,http://www.sunsouth.com/,"1181 Macnamara RoadDemopolis, AL 36732",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-demopolis
"SunSouth, LLC - Dothan",Sales,(334) 530-8223,mcox@sunsouth.com,http://www.sunsouth.com,"168 Ross Clark CircleDothan, AL 36303",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-dothan
"SunSouth, LLC - Andalusia",Sales,(334) 721-5385,awise@sunsouth.com,http://www.sunsouth.com/,"16607 US Hwy. 84Andalusia, AL 36421",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-andalusia
"SunSouth, LLC - Abbeville",Sales,(334) 721-8827,tward@sunsouth.com,http://www.sunsouth.com/,"809 Columbia RoadAbbeville, AL 36310",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 01:00 PM,https://www.machinerypete.com/store/sunsouth-llc-abbeville
e-Ag of North Alabama - Meridianville,Lee Hauck,(256) 513-9468,gpahauck@gmail.com,,"3003 Walker LaneMeridianville, AL 35750",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/e-ag-of-north-alabama-meridianville
"Smith Tractor Company - Frsico City, AL",Dewayne Williams,(850) 572-6036,dwilliams@smithtractorco.com,https://smithtractorco.com/,"8974 hwy 31 N.Frisco City, AL 36504",Sun: closed - closed; Mon: 07:00 AM - 04:00 PM; Tue: 07:00 AM - 04:00 PM; Wed: 07:00 AM - 04:00 PM; Thu: 07:00 AM - 04:00 PM; Fri: 07:00 AM - 04:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/smith-tractor-company-frsico-city-al
"Don Allison Equipment, Inc. - Arley",Angie  Abercrombie,(800) 669-6450,angie_daei@yahoo.com,http://www.donallisonequipment.com,"233 Melville RoadArley, AL 35541",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 04:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/don-allison-equipment-inc-arley
"Smith Tractor Company - Atmore, AL",Dewayne Williams,(850) 572-6036,dwilliams@smithtractorco.com,https://smithtractorco.com/,"8974 Hwy. 31Atmore, AL 36502",Sun: closed - closed; Mon: 07:00 AM - 04:00 PM; Tue: 07:00 AM - 04:00 PM; Wed: 07:00 AM - 04:00 PM; Thu: 07:00 AM - 04:00 PM; Fri: 07:00 AM - 04:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/smith-tractor-company-atmore-al
H&R Agri-Power - Tanner,Sales Department,(270) 560-0873,nathan.kenady@hragripower.com,http://www.hragripower.com/,"7809 US Highway 31 SouthTanner, AL 35671",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/h-r-agri-power-tanner
"Peek Equipment, Inc. - Athens",Thomas Peek,(256) 230-9577,peekequipment@gmail.com,http://www.peekequipment.com,"15708 U.S. 72Athens, AL 35611",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/peek-equipment-inc-athens
Beard Equipment Co. - Mobile2,Mike Odom,(800) 848-8563,modom@beardequipment.com,http://www.beardequipment.com/,"2480 East I-65 Service Road NMobile, AL 36617",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/beard-equipment-co-mobile2
"Atlantic & Southern Equipment, LLC - Mobile",Sales Department,(251) 244-9077,john_hoffmann@atlanticandsouthern.com,https://www.atlanticandsouthern.com/,"6499 Rangeline RoadTheodore, AL 36582",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: closed,https://www.machinerypete.com/store/atlantic-southern-equipment-llc-mobile
"Atlantic & Southern Equipment, LLC - Dothan",Sales Department,(334) 401-2339,john_hoffmann@atlanticandsouthern.com,https://www.atlanticandsouthern.com/,"1923 Kinsey RoadDothan, AL 36303",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: closed,https://www.machinerypete.com/store/atlantic-southern-equipment-llc-dothan
Ag-Pro LLC - Piedmont,Sales Department,(256) 291-4602,WPiedmontGM@agproco.com,https://www.agprocompanies.com/,"613 N Main StPiedmont, AL 36272",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-piedmont
Ag-Pro LLC - Oxford,Justin  Lackey,(256) 690-0412,WOxfordGM@agproco.com,https://www.agprocompanies.com/,"2208 AL Hwy. 21Oxford, AL 36204",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-oxford
Ag-Pro LLC - Guntersville,Sales Department,(256) 291-4952,WGuntersvilleGM@agproco.com,https://www.agprocompanies.com/,"2205 Henry StreetGuntersville , AL 35976",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-guntersville
Ag-Pro LLC - Snead,Kenneth  Williams,(205) 225-6729,kwilliams@sneadag.com,http://www.sneadag.com,"87221 Hwy. 278Snead, AL 35952",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-snead
Ag-Pro LLC - Fort Payne,Derek  Whisenant,(256) 952-4693,WFortPayneGM@agproco.com,https://www.agprocompanies.com/,"12227 Hwy. 35Fort Payne, AL 35968",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-fort-payne
Ag-Pro LLC- Gadsden,Sales Department,(256) 432-7300,WGadsdenGM@agproco.com,https://www.agprocompanies.com/,"1301 West Meighan Blvd. Gadsden, AL 35901",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-pro-llc-gadsden
"Skorpik's - Tyndall, SD",Rod Skorpik,(605) 589-3972,	skorpik@hcinet.net,http://www.masseycombines.com/,"PO Box 43Tyndall, SD 57066",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/skorpik-s-tyndall-sd
RDO Equipment Co. - Redfield,Used Ag Sales Department,(855) 466-7786,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"17440 - US Hwy. 281Redfield, SD 57469",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-redfield
"TDO Farms, Inc. - Aberdeen",Matt Ochsner,(605) 290-1734,matt@tdofarmsinc.com,https://www.tdoequipment.com,"13350 379th Ave.Aberdeen, SD 57401",Sun: closed - ; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/tdo-farms-inc-aberdeen
Rock Tuff Sales and Rentals - Roscoe,Dennis Beyers,(605) 287-4133,rocktuff@venturecomm.net,http://www.rocktuff.net,"34240 U.S. 12Roscoe, SD 57471",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rock-tuff-sales-and-rentals-roscoe
RDO Equipment Co. - Rapid City,Used Ag Sales Department,(833) 956-7962,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"1540 Deadwood AvenueRapid City, SD 57702",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-rapid-city
Platte Implement,Keith  Anderson,(605) 730-6122,keithanderson@midstatesd.net,http://www.platteimplement.net/,"700 East 7th StreetPlatte, SD 57369",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/platte-implement
RDO Equipment Co. - Aberdeen,Used Ag Sales Department,(833) 956-8045,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"4935 6th Ave. SEAberdeen, SD 57401",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-aberdeen
RDO Equipment Co. - Webster,Used Ag Sales Department,(844) 815-5851,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"901 W Highway 12Webster, SD 57274",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-webster
New Direction Equipment Co. - Sioux Falls,Sales Department,(605) 543-6400,sales@ndeco.com,http://www.ndeco.com/,"25728 Cottonwood AveSioux Falls , SD 57107",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:30 PM,https://www.machinerypete.com/store/new-direction-equipment-co-sioux-falls
Peterson Motors Co. - Watertown,Sales Department,(605) 566-6663,info@petersonmotors.net,https://www.petersonmotors.net,"120 9th Ave SE, Hwy 212Watertown, SD 57201 ",Sun: closed - closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 AM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/peterson-motors-co-watertown
"Sioux International, Inc. - Sioux Falls",Chris Palen,(605) 540-1514,sales@siouxint.com,http://www.siouxint.com,"6401 W 12th St.Sioux Falls, SD 57106",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/sioux-international-inc-sioux-falls
Northside Implement - Webster,Sales,(605) 269-8726,northsideimpl@itctel.com,http://www.northsideimp.com,"14088 SD Highway 25Webster, SD 57274",Sun: closed; Mon: closed; Tue: closed; Wed: closed; Thu: closed; Fri: closed; Sat: closed,https://www.machinerypete.com/store/northside-implement-webster
Titan Machinery - Highmore,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"Highway 14 and 47Highmore, SD 57345",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-highmore
Pfeifer's - Souix Falls,Jim,(605) 338-6351,pfeifers@midconetwork.com,http://www.pfeifersonline.com/,"5301 West 12th StreetSouix Falls, SD 57106",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:30 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/pfeifer-s-souix-falls
Lamb Chevrolet & Implement - Onida,Jamie Lamb,(605) 258-2661,lambchev@venturecomm.net,http://www.lambimp.com/,"18500 US Hwy. 83Onida, SD 57564",Sun: closed - closed; Mon: 08:00 AM - 06:00 PM; Tue: 08:00 AM - 06:00 PM; Wed: 08:00 AM - 06:00 PM; Thu: 08:00 AM - 06:00 PM; Fri: 08:00 AM - 06:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/lamb-chevrolet-implement-onida
Kibble Equipment - Huron,Joe Chase,(605) 352-8519,joe.chase@kibbleeq.com,http://www.kibbleeq.com/,"1517 US Hwy. 14 WestHuron, SD 57350",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 09:00 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/kibble-equipment-huron
Titan Machinery - Aberdeen,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"4411 6th Ave. SEAberdeen, SD 57401",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-aberdeen
Lake County International,Jeff Bloom,(605) 626-8955,	jbloom@lakecountyintl.com,https://www.lakecountyintl.com,"45313 US Highway 34Madison, SD 57042",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/lake-county-international
Kibble Equipment - Garretson,Wade Plessner,(605) 594-3476,wade.plessner@kibbleeq.com,http://www.kibbleeq.com/,"25285 485th AvenueGarretson, SD 57030",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/kibble-equipment-garretson
Lorenzen Equipment - Gary,Elliot Lorenzen,(605) 864-4230,	elliotlorenzen@hotmail.com,http://www.lorenzenequipment.com,"18159 Hwy 101Gary, SD 57237",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/lorenzen-equipment-gary
"Hoefert's Implement, Inc - Seneca",Rick  Hoefert,(605) 436-6236,hoefert1@venturecomm.net,https://www.hoeferts.com/contact-us.htm,"302 2nd Street Seneca, SD 57473",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/hoefert-s-implement-inc-seneca
Kennedy Implement - Philip,Kent Buchholz,(605) 859-2568,sales@kennedyimplement.com,http://www.kennedyimplement.com,"601 Pleasant St.Philip, SD 57567",Sun: closed; Mon: 07:00 AM - 05:30 PM; Tue: 07:00 AM - 05:30 PM; Wed: 07:00 AM - 05:30 PM; Thu: 07:00 AM - 05:30 PM; Fri: 07:00 AM - 05:30 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/kennedy-implement-philip
Grossenburg Implement - Philip,Joe Woitte,(605) 859-2636,joewoitte@grossenburg.com,http://www.grossenburg.com/,"300 Wray Ave.Philip, SD 57567",Sun: closed; Mon: 12:00 AM - 05:30 PM; Tue: 12:00 AM - 05:30 PM; Wed: 12:00 AM - 05:30 PM; Thu: 12:00 AM - 05:30 PM; Fri: 12:00 AM - 05:30 PM; Sat: 12:00 AM - 12:00 PM,https://www.machinerypete.com/store/grossenburg-implement-philip
Green Iron Equipment - Britton,Sales Department,(605) 250-1962,lyle.fey@greenironequipment.com,http://www.greenironequipment.com,"42168 SD Hwy. 10Britton, SD 57430",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/green-iron-equipment-britton
Grossenburg Implement - Pierre,Jeff Swartz,(605) 224-1631,jeffswartz@grossenburg.com,http://www.grossenburg.com/,"3701 E Highway 14Pierre, SD 57501",Sun: closed; Mon: 12:00 AM - 05:30 PM; Tue: 12:00 AM - 05:30 PM; Wed: 12:00 AM - 05:30 PM; Thu: 12:00 AM - 05:30 PM; Fri: 12:00 AM - 05:30 PM; Sat: 12:00 AM - 12:00 PM,https://www.machinerypete.com/store/grossenburg-implement-pierre
Grossenburg Implement - Winner,Barry Grossenburg,(605) 842-2040,,http://www.grossenburg.com/,"31341 US Hwy. 18Winner, SD 57580",Sun: closed; Mon: 12:00 AM - 05:30 PM; Tue: 12:00 AM - 05:30 PM; Wed: 12:00 AM - 05:30 PM; Thu: 12:00 AM - 05:30 PM; Fri: 12:00 AM - 05:30 PM; Sat: 12:00 AM - 12:00 PM,https://www.machinerypete.com/store/grossenburg-implement-winner
