Title,Contact,Phone,Email,Website,Address,Hours,URL
RDO Equipment Co. - Moorhead,Used Ag Sales Department,(844) 859-9338,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"2900 Main Ave. SEMoorhead, MN 56560",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-moorhead
Red Horizon Equipment - Glenwood,Jason Messer,,jason@redhorizonequipment.com,https://www.redhorizonequip.com/rh_equip,"21915 160th StreetGlenwood, MN 56334",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/red-horizon-equipment-glenwood
"Nick Gerdes Equipment - Jordan, MN",Nick Gerdes,,farmhand4020@yahoo.com,,"21676 Aberdeen AveJordan, MN 55352",Sun: closed; Mon: closed; Tue: closed; Wed: closed; Thu: closed; Fri: closed; Sat: closed,https://www.machinerypete.com/store/nick-gerdes-equipment-jordan-mn
MS-Diversified - Fairfax,Monte Sandifer,,monte@ms-diversified.com,http://www.ms-diversified.com,"71701 440th St.Fairfax, MN 55332",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/ms-diversified-fairfax
MN Ag Shortline,Sean McMahon,(507) 427-3202,sales@balzerinc.com,https://balzerinc.com,"2309 3rd Ave.Mountain Lake, MN 56159",Sun: closed - closed; Mon: 06:30 AM - 03:00 PM; Tue: 06:30 AM - 03:00 PM; Wed: 06:30 AM - 03:00 PM; Thu: 06:30 AM - 03:00 PM; Fri: 06:30 AM - 03:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/mn-ag-shortline
Northland Farm Systems - Owatonna,Sales,(844) 975-4184,kelly@northlandfs.com,https://www.northlandfarmsystems.com,"2250 Austin RoadOwatonna, MN 55060",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/northland-farm-systems-owatonna
RDO Equipment Co. - Ada,Used Ag Sales Department,(855) 770-8248,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"2575 State Hwy. 200Ada, MN 56510",Sun: closed; Mon: 08:30 AM - 05:00 PM; Tue: 08:30 AM - 05:00 PM; Wed: 08:30 AM - 05:00 PM; Thu: 08:30 AM - 05:00 PM; Fri: 08:30 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-ada
RDO Equipment Co. - Hawley,Used Ag Sales Department,(844) 689-8718,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"920 O'Donnell St.Hawley, MN 56549",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-hawley
"Minnesota Ag Group, Inc. - Plainview",Bob Shanks,(507) 218-8590,bshanksjr@mnaggroup.com,http://www.mnaggroup.com,"400 10th Street SWPlainview, MN 55964",Sun: closed - closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:00 AM - 06:00 PM; Wed: 07:00 AM - 06:00 PM; Thu: 07:00 AM - 06:00 PM; Fri: 07:00 AM - 06:00 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/minnesota-ag-group-inc-plainview
Minnesota Equipment - Isanti,Sales Department,(763) 703-1233, isantisales@mnequip.com,https://www.minnesotaequipment.com/,"233 Cajima St. Isanti, MN 55040",Sun: closed; Mon: 07:30 AM - 06:00 PM; Tue: 07:30 AM - 06:00 PM; Wed: 07:30 AM - 06:00 PM; Thu: 07:30 AM - 06:00 PM; Fri: 07:30 AM - 06:00 PM; Sat: 07:30 AM - 04:00 PM,https://www.machinerypete.com/store/minnesota-equipment-isanti
"Minnesota Ag Group, Inc. - Kasson",Craig Poppe,(507) 237-0016,cpoppe@mnaggroup.com,http://www.mnaggroup.com,"601 8th St. SEKasson, MN 55944",Sun: closed - closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:00 AM - 06:00 PM; Wed: 07:00 AM - 06:00 PM; Thu: 07:00 AM - 06:00 PM; Fri: 07:00 AM - 06:00 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/minnesota-ag-group-inc-kasson
RDO Equipment Co. - Breckenridge,Used Ag Sales Department,(855) 997-1794,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"905 Buffalo AvenueBreckenridge, MN 56520",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-breckenridge
Minnesota Equipment - Rogers,Sales Department,(763) 710-2940, rogerssales@mnequip.com,https://www.minnesotaequipment.com/,"13725 Main StreetRogers, MN 55374",Sun: closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:30 AM - 06:00 PM; Wed: 07:30 AM - 06:00 PM; Thu: 07:30 AM - 06:00 PM; Fri: 07:30 AM - 06:00 PM; Sat: 07:30 AM - 04:00 PM,https://www.machinerypete.com/store/minnesota-equipment-rogers
"Minnesota Ag Group, Inc. - Hastings",Joe Creaser,(651) 419-1862,joe.creaser@mnaggroup.com,http://www.mnaggroup.com,"18202 Nicolai Ave.Hastings, MN 55033",Sun: closed - closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:00 AM - 06:00 PM; Wed: 07:00 AM - 06:00 PM; Thu: 07:00 AM - 06:00 PM; Fri: 07:00 AM - 06:00 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/minnesota-ag-group-inc-hastings
Miller Sellner - Slayton,Troy Winter,,troyw@millersellner.com,http://www.millersellner.com,"1535 20th StreetSlayton, MN 56172",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/miller-sellner-slayton
Miller Sellner- Fairmont,Jared  Miller,,jmiller@millersellner.com,www.millersellner.com,"1205 N. Bixby RoadFairmont, MN 56031",Sun: closed - 05:00 PM; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/miller-sellner-fairmont
Miller Sellner - Sleepy Eye,Doug Miller,,dougm@millersellner.com,http://www.millersellner.com,"22024 State Hwy. 4Sleepy Eye, MN 56085",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:00 AM - 03:00 PM,https://www.machinerypete.com/store/miller-sellner-sleepy-eye
"Minnesota Ag Group, Inc. - Northfield",Mike Sevcik,(507) 858-6511,mike.sevcik@mnaggroup.com,http://www.mnaggroup.com,"32907 Northfield Blvd.Northfield, MN 55057",Sun: closed - closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:00 AM - 06:00 PM; Wed: 07:00 AM - 06:00 PM; Thu: 07:00 AM - 06:00 PM; Fri: 07:00 AM - 06:00 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/minnesota-ag-group-inc-northfield
Miller Sellner - Bingham Lake,Mike Miller,,mikem@millersellner.com,http://www.millersellner.com,"495 2nd Ave.Bingham Lake, MN 56118",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/miller-sellner-bingham-lake
Midwest Machinery Co. - St. Cloud,Sales Department,(320) 297-6101,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"1035 35th Ave. NE - E Hwy. 23St. Cloud, MN 56379",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-st-cloud
Midwest Machinery Co. - Wadena,Sales Department,(218) 316-6168,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"62505 US Highway 10Wadena, MN 56482",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-wadena
Midwest Machinery Co. - Princeton,Sales Department,(763) 703-1348,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"3708 Baptist Church Rd.Princeton, MN 55371",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-princeton
Midwest Machinery Co. - Stewart,Sales Department,(320) 385-1119,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"78412 County Road 20Stewart, MN 55385",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-stewart
Midwest Machinery Co. - Sauk Centre,Sales Department,(320) 385-1037,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"1140 Centre St.Sauk Centre, MN 56378",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-sauk-centre
Midwest Machinery Co. - Morris,Sales Department,(320) 321-0926,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"23604 State Hwy. 9Morris, MN 56267",Sun: closed - closed; Mon: 09:00 AM - 05:30 PM; Tue: 09:00 AM - 05:30 PM; Wed: 09:00 AM - 05:30 PM; Thu: 09:00 AM - 05:30 PM; Fri: 09:00 AM - 05:30 PM; Sat: 09:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-morris
Midwest Machinery Co. - Paynesville,Sales Department,(320) 381-1356,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"725 Lake Ave. SPaynesville, MN 56362",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-paynesville
Midwest Machinery Co. - Madison,Sales Department,(320) 345-3568,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"516 1st St. E.Madison, MN 56256",Sun: closed - closed; Mon: 09:00 AM - 05:30 PM; Tue: 09:00 AM - 05:30 PM; Wed: 09:00 AM - 05:30 PM; Thu: 09:00 AM - 05:30 PM; Fri: 09:00 AM - 05:30 PM; Sat: 09:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-madison
Midwest Machinery Co. - Glenwood,Sales Department,(320) 378-0983,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"1710 North Franklin St.Glenwood, MN 56334",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-glenwood
Midwest Machinery Co. - Elbow Lake,Sales Department,(218) 316-6601,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"110 2nd St.Elbow Lake, MN 56531",Sun: closed - closed; Mon: 09:00 AM - 05:30 PM; Tue: 09:00 AM - 05:30 PM; Wed: 09:00 AM - 05:30 PM; Thu: 09:00 AM - 05:30 PM; Fri: 09:00 AM - 05:30 PM; Sat: 09:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-elbow-lake
Midwest Machinery Co. - Little Falls,Sales Department,(320) 307-0168,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"16069 Hwy. 27 ELittle Falls, MN 56345",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-little-falls
Midwest Machinery Co. - Howard Lake,Sales Department,(320) 348-8013,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"5846 Keats Ave. SWHoward Lake, MN 55349",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-howard-lake
Midwest Machinery Co. - Glencoe,Sales Department,(320) 385-1124,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"4561 Hwy. 212Glencoe, MN 55336",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-glencoe
Midwest Machinery Co. - Aitkin,Sales Department,(218) 304-7139,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"1120 2nd St. NWAitkin, MN 56431",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-aitkin
Midwest Machinery Co. - Baxter,Sales Department,(218) 231-1702,usedequipmentsales@mmcjd.com,http://www.midwestmachineryco.com/,"7045 Foley Rd.Baxter, MN 56425",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/midwest-machinery-co-baxter
